,Name,Property_Type,Bedrooms,Baths,Balcony,City,Location,Total_Area,Price_per_SQFT,Price,Property Title,Area_type,Segment_type
11763,Property in  Nimta,Flat,2 BHK,3,No,Kolkata,"Nabin Nagar, Nimta,Kolkata",960,2660,2550000,"2 BHK Flat for sale in Nimta, Kolkata",Mid sized Property,Affordable Segment
11764,Property in  Paschim Putiary,Flat,2 BHK,3,No,Kolkata,"Mintu Dasgupta Smriti Apartment ,Haridevpur, Paschim Putiary,Kolkata",900,4440,4000000,"2 BHK Flat for sale in Paschim Putiary, Kolkata",Mid sized Property,Affordable Segment
11765,Property in  Garfa,Flat,2 BHK,3,Yes,Kolkata,"Sachitra Apartment,Naskar Para, Garfa,Kolkata",917,3490,3200000,"2 BHK Flat for sale in Garfa, Kolkata",Mid sized Property,Affordable Segment
11766,Property in  Agarpara,Independent House,4 BHK,2,Yes,Kolkata,"Matagiri Harna Pally, Agarpara,Kolkata",2000,3250,6500000,"4 BHK Independent House for sale in Agarpara, Kolkata",Mid sized Property,Mid Segment
11767,Property in  Regent Park,Flat,2 BHK,2,No,Kolkata,"Chandi niwas,Regent Place, Regent Park,Kolkata",650,3850,2500000,"2 BHK Flat for sale in Regent Park, Kolkata",Small Property,Affordable Segment
11768,Property in  Agarpara,Independent House,4 BHK,4,Yes,Kolkata,"Matagiri Harna Pally, Agarpara,Kolkata",2879,2260,6500000,"4 BHK Independent House for sale in Agarpara, Kolkata",Mid-Large sized Property,Mid Segment
11769,Property in Tollygunge,Flat,2 BHK,3,No,Kolkata,"Tollygunge, Kolkata",880,7610,6700000,"2 BHK Flat for sale in Tollygunge, Kolkata",Mid sized Property,Mid Segment
11770,Property in  Baguiati,Flat,2 BHK,3,Yes,Kolkata,"Dream excellent,Jagatpur, Baguiati,Kolkata",950,3370,3200000,"2 BHK Flat for sale in Baguiati, Kolkata",Mid sized Property,Affordable Segment
11771,Property in  Baguiati,Flat,2 BHK,3,Yes,Kolkata,"Radha Krishna Kunj,Jagatpur, Baguiati,Kolkata",1004,2990,3000000,"2 BHK Flat for sale in Baguiati, Kolkata",Mid sized Property,Affordable Segment
11772,Property in  Jadavpur,Flat,2 BHK,3,No,Kolkata,"Mahek Residency ,Jadavpur University Campus Area, Jadavpur,Kolkata",825,6670,5500000,"2 BHK Flat for sale in Jadavpur, Kolkata",Mid sized Property,Affordable Segment
11773,Property in  Dum Dum Cantonment,Flat,2 BHK,3,No,Kolkata,"R N Guha Road,Rajbari, Dum Dum Cantonment,Kolkata",900,3890,3500000,"2 BHK Flat for sale in Dum Dum Cantonment, Kolkata",Mid sized Property,Affordable Segment
11774,Property in Kamardanga,Flat,3 BHK,2,Yes,Kolkata,"Kamardanga, Kolkata",750,4270,3200000,"3 BHK Flat for sale in Kamardanga, Kolkata",Small Property,Affordable Segment
11775,Property in Belgachia,Flat,2 BHK,2,Yes,Kolkata,"M P Guha Bhavan ,Belgachia, Kolkata",780,5320,4150000,"2 BHK Flat for sale in Belgachia, Kolkata",Small Property,Affordable Segment
11776,Property in  Santoshpur,Flat,3 BHK,3,Yes,Kolkata,"Oikotan apartment,Adipally, Santoshpur,Kolkata",1400,5710,8000000,"3 BHK Flat for sale in Santoshpur, Kolkata",Mid sized Property,Mid Segment
11777,Property in  Baranagar,Flat,1 RK,2,Yes,Kolkata,"Kunja Villa Apartment,Ariadaha, Baranagar,Kolkata",425,3650,1550000,"1 BHK Flat for sale in Baranagar, Kolkata",Small Property,Affordable Segment
11778,Property in Jadavpur,Flat,2 BHK,3,Yes,Kolkata,"Jadavpur, Kolkata",1000,4500,4500000,"2 BHK Flat for sale in Jadavpur, Kolkata",Mid sized Property,Affordable Segment
11779,Property in  Behala,Villa,3 BHK,4,Yes,Kolkata,"Panchanan Tala, Behala,Kolkata",2879,2430,7000000,"3 BHK Villa for sale in Behala, Kolkata",Mid-Large sized Property,Mid Segment
11780,Property in  Ultadanga,Flat,2 BHK,2,Yes,Kolkata,"Maa udyan,Murari Pukur, Ultadanga,Kolkata",580,6900,4000000,"2 BHK Flat for sale in Ultadanga, Kolkata",Small Property,Affordable Segment
11781,Property in  Baguiati,Flat,2 BHK,3,Yes,Kolkata,"Rabindra Abasan ,Desh Bandhu Nagar, Baguiati,Kolkata",850,3060,2600000,"2 BHK Flat for sale in Baguiati, Kolkata",Mid sized Property,Affordable Segment
11782,Property in  Patipukur,Flat,2 BHK,2,No,Kolkata,"Ghoshpara, Patipukur,Kolkata",580,3450,2000000,"2 BHK Flat for sale in Patipukur, Kolkata",Small Property,Affordable Segment
11783,Property in  Dum Dum Cantonment,Flat,1 RK,2,Yes,Kolkata,"APANJAN ,Rajbari, Dum Dum Cantonment,Kolkata",568,2900,1650000,"1 BHK Flat for sale in Dum Dum Cantonment, Kolkata",Small Property,Affordable Segment
11784,Property in  Ganguly Bagan,Flat,2 BHK,3,No,Kolkata,"Surath Bhawan,Vidyasagar, Ganguly Bagan,Kolkata",817,3920,3200000,"2 BHK Flat for sale in Ganguly Bagan, Kolkata",Mid sized Property,Affordable Segment
11785,Property in  Ganguly Bagan,Flat,2 BHK,3,Yes,Kolkata,"Luna Bakery Beside,Vidyasagar, Ganguly Bagan,Kolkata",1050,2330,2450000,"2 BHK Flat for sale in Ganguly Bagan, Kolkata",Mid sized Property,Affordable Segment
11786,Property in  Bangur Avenue,Flat,2 BHK,3,No,Kolkata,"Block A, Bangur Avenue,Kolkata",880,3980,3500000,"2 BHK Flat for sale in Bangur Avenue, Kolkata",Mid sized Property,Affordable Segment
11787,Property in  Bangur Avenue,Flat,2 BHK,3,No,Kolkata,"Mudrika appartment,Block A, Bangur Avenue,Kolkata",875,4000,3500000,"2 BHK Flat for sale in Bangur Avenue, Kolkata",Mid sized Property,Affordable Segment
11788,Property in  Lake Town,Flat,2 BHK,3,No,Kolkata,"Arpita Apartment A N Saha Road,Shreebhumi, Lake Town,Kolkata",968,4130,4000000,"2 BHK Flat for sale in Lake Town, Kolkata",Mid sized Property,Affordable Segment
11789,Property in  Bramhapur,Independent House,4 BHK,3,Yes,Kolkata,"South Roy Nagar, Bramhapur,Kolkata",1720,4070,7000000,"4 BHK Independent House for sale in Bramhapur, Kolkata",Mid sized Property,Mid Segment
11790,Property in  Purba Barisha,Flat,4 BHK,3,Yes,Kolkata,"Jagadhatri Apartment ,Sakher Bazar, Purba Barisha,Kolkata",1600,5000,8000000,"4 BHK Flat for sale in Purba Barisha, Kolkata",Mid sized Property,Mid Segment
11791,Property in Parnasree Pally,Flat,2 BHK,5,No,Kolkata,"Parnasree Pally, Kolkata",800,3380,2700000,"2 BHK Flat for sale in Parnasree Pally, Kolkata",Small Property,Affordable Segment
11792,Property in  Ganguly Bagan,Flat,3 BHK,3,Yes,Kolkata,"Behind bigbazar,Vidyasagar, Ganguly Bagan,Kolkata",1150,3040,3500000,"3 BHK Flat for sale in Ganguly Bagan, Kolkata",Mid sized Property,Affordable Segment
11793,Property in  Regent Park,Flat,3 BHK,3,No,Kolkata,"Samajgarh,Azadgarh, Regent Park,Kolkata",1273,3300,4200000,"3 BHK Flat for sale in Regent Park, Kolkata",Mid sized Property,Affordable Segment
11794,Property in  Regent Park,Flat,2 BHK,2,No,Kolkata,"Apartment ,Regent Place, Regent Park,Kolkata",650,4620,3000000,"2 BHK Flat for sale in Regent Park, Kolkata",Small Property,Affordable Segment
11795,Property in  Baranagar,Flat,1 RK,2,No,Kolkata,"Kunjavilla,Ariadaha, Baranagar,Kolkata",423,3780,1600000,"1 BHK Flat for sale in Baranagar, Kolkata",Small Property,Affordable Segment
11796,Property in  Baranagar,Flat,1 RK,2,No,Kolkata,"Building ,Ariadaha, Baranagar,Kolkata",450,3560,1600000,"1 BHK Flat for sale in Baranagar, Kolkata",Small Property,Affordable Segment
11797,Property in  Lake Town,Flat,2 BHK,3,No,Kolkata,"Swamiji Housing Society,Shreebhumi, Lake Town,Kolkata",1035,3380,3500000,"2 BHK Flat for sale in Lake Town, Kolkata",Mid sized Property,Affordable Segment
11798,Property in Teghoria,Flat,1 RK,2,No,Kolkata,"Mayurakshi Apartment Kolupukur,Teghoria, Kolkata",695,2730,1900000,"1 BHK Flat for sale in Teghoria, Kolkata",Small Property,Affordable Segment
11799,Property in Teghoria,Flat,1 RK,2,No,Kolkata,"Mayurakshi Appartment ,Teghoria, Kolkata",695,2730,1900000,"1 BHK Flat for sale in Teghoria, Kolkata",Small Property,Affordable Segment
11800,Property in  Patipukur,Flat,2 BHK,3,No,Kolkata,"Swamiji Housing Society,Shree Bhumi, Patipukur,Kolkata",1035,3380,3500000,"2 BHK Flat for sale in Patipukur, Kolkata",Mid sized Property,Affordable Segment
11801,Property in Barasat,Flat,1 RK,1,Yes,Kolkata,"Barasat, Kolkata",350,1430,500000,"1 RK Flat for sale in Barasat, Kolkata",Small Property,Affordable Segment
11802,Property in Raja Bazar,Flat,2 BHK,3,No,Kolkata,"Himangshu Apartments,Raja Bazar, Kolkata",1050,7140,7500000,"2 BHK Flat for sale in Raja Bazar, Kolkata",Mid sized Property,Mid Segment
11803,Property in  Dum Dum,Independent House,2 BHK,3,Yes,Kolkata,"Rajbari, Dum Dum,Kolkata",900,3330,3000000,"2 BHK Independent House for sale in Dum Dum, Kolkata",Mid sized Property,Affordable Segment
11804,Property in  Nimta,Flat,2 BHK,2,No,Kolkata,"Sarada Palli, Nimta,Kolkata",721,3050,2200000,"2 BHK Flat for sale in Nimta, Kolkata",Small Property,Affordable Segment
11805,Property in  Nabapally,Flat,2 BHK,2,No,Kolkata,"society meansi ,Ramkrishnanagar, Nabapally,Kolkata",750,2000,1500000,"2 BHK Flat for sale in Nabapally, Kolkata",Small Property,Affordable Segment
11806,Property in Titagarh,Flat,2 BHK,2,No,Kolkata,"Rose Apartment,Titagarh, Kolkata",680,2940,2000000,"2 BHK Flat for sale in Titagarh, Kolkata",Small Property,Affordable Segment
11807,Property in  South Dum Dum,Independent House,5 BHK,3,Yes,Kolkata,"Basak Bagan, South Dum Dum,Kolkata",1500,6000,9000000,"5 BHK Independent House for sale in South Dum Dum, Kolkata",Mid sized Property,Mid Segment
11808,Property in  Birati,Villa,5 BHK,3,Yes,Kolkata,"Bisharpara, Birati,Kolkata",3600,1860,6700000,"5 BHK Villa for sale in Birati, Kolkata",Large Property,Mid Segment
11809,Property in  Barrackpore,Independent House,5 BHK,4,Yes,Kolkata,"Chakraborty Para, Barrackpore,Kolkata",2205,3170,7000000,"5+ BHK Independent House for sale in Barrackpore, Kolkata",Mid-Large sized Property,Mid Segment
11810,Property in Madhyamgram,Independent House,2 BHK,3,Yes,Kolkata,"Welcome home ,Madhyamgram, Kolkata",1050,3520,3700000,"2 BHK Independent House for sale in Madhyamgram, Kolkata",Mid sized Property,Affordable Segment
11811,Property in  Kasba,Flat,2 BHK,2,No,Kolkata,"Rajnath,Bosepukur, Kasba,Kolkata",450,4890,2200000,"2 BHK Flat for sale in Kasba, Kolkata",Small Property,Affordable Segment
11812,Property in  Rajarhat,Flat,2 BHK,3,No,Kolkata,"Reekjoyoni, Rajarhat,Kolkata",990,3230,3200000,"2 BHK Flat for sale in Rajarhat, Kolkata",Mid sized Property,Affordable Segment
11813,Property in  Jadavpur,Flat,1 RK,2,Yes,Kolkata,"Anwar shah ,Jadavpur University Campus Area, Jadavpur,Kolkata",650,4620,3000000,"1 BHK Flat for sale in Jadavpur, Kolkata",Small Property,Affordable Segment
11814,Property in  Nimta,Independent House,1 RK,3,No,Kolkata,"Sarada Palli, Nimta,Kolkata",863,1740,1500000,"1 RK Independent House for sale in Nimta, Kolkata",Mid sized Property,Affordable Segment
11815,Property in  South Dum Dum,Flat,1 RK,2,No,Kolkata,"Deepanjali apartment,Satgachi, South Dum Dum,Kolkata",464,3130,1450000,"1 RK Flat for sale in South Dum Dum, Kolkata",Small Property,Affordable Segment
11816,Property in Mukundapur,Flat,3 BHK,3,No,Kolkata,"Tranquility mastermind kolkata,Mukundapur, Kolkata",1222,5650,6900000,"3 BHK Flat for sale in Mukundapur, Kolkata",Mid sized Property,Mid Segment
11817,Property in  Baranagar,Flat,3 BHK,3,Yes,Kolkata,"KOUNIK ,Joyshree, Baranagar,Kolkata",960,3700,3550000,"3 BHK Flat for sale in Baranagar, Kolkata",Mid sized Property,Affordable Segment
11818,Property in  Baranagar,Flat,3 BHK,3,No,Kolkata,"Kounick,Joyshree, Baranagar,Kolkata",960,3540,3400000,"3 BHK Flat for sale in Baranagar, Kolkata",Mid sized Property,Affordable Segment
11819,Property in  Baranagar,Flat,3 BHK,3,Yes,Kolkata,"Joyshree, Baranagar,Kolkata",1300,3080,4000000,"3 BHK Flat for sale in Baranagar, Kolkata",Mid sized Property,Affordable Segment
11820,Property in  New Alipore,Flat,4 BHK,3,No,Kolkata,"S N Roy Road,Block E, New Alipore,Kolkata",1500,3670,5500000,"4 BHK Flat for sale in New Alipore, Kolkata",Mid sized Property,Affordable Segment
11821,Property in  Hridaypur,Independent House,4 BHK,4,Yes,Kolkata,"Ramkrishnapally, Hridaypur,Kolkata",2200,2730,6000000,"4 BHK Independent House for sale in Hridaypur, Kolkata",Mid-Large sized Property,Affordable Segment
11822,Property in Sonarpur,Flat,3 BHK,3,Yes,Kolkata,"Sonarpur, Kolkata",928,3560,3300000,"3 BHK Flat for sale in Sonarpur, Kolkata",Mid sized Property,Affordable Segment
11823,Property in  New Town,Flat,2 BHK,3,Yes,Kolkata,"The Soul,Action Area III, New Town,Kolkata",975,8210,8000000,"2 BHK Flat for sale in New Town, Kolkata",Mid sized Property,Mid Segment
11824,Property in Golf Green,Flat,2 BHK,2,Yes,Kolkata,"Property,Golf Green, Kolkata",700,4500,3150000,"2 BHK Flat for sale in Golf Green, Kolkata",Small Property,Affordable Segment
11825,Property in Diamond Harbour,Independent House,4 BHK,3,No,Kolkata,"Behala chow rasta,Diamond Harbour, Kolkata",1469,2590,3800000,"4 BHK Independent House for sale in Diamond Harbour, Kolkata",Mid sized Property,Affordable Segment
11826,Property in  Narendrapur,Flat,2 BHK,2,No,Kolkata,"Sarada niketan,Ramchandrapur, Narendrapur,Kolkata",550,2540,1400000,"2 BHK Flat for sale in Narendrapur, Kolkata",Small Property,Affordable Segment
11827,Property in Deshbandhu Nagar,Independent House,3 BHK,3,No,Kolkata,"Deshbandhu Nagar, Kolkata",1200,5250,6300000,"3 BHK Independent House for sale in Deshbandhu Nagar, Kolkata",Mid sized Property,Mid Segment
11828,Property in  Behala,Independent House,8 BHK,4,Yes,Kolkata,"Panchanan Tala, Behala,Kolkata",2000,2900,5800000,"8 BHK Independent House for sale in Behala, Kolkata",Mid sized Property,Affordable Segment
11829,Property in  Mahheshtala,Flat,3 BHK,3,No,Kolkata,"Jagannathgarh, Mahheshtala,Kolkata",1215,3700,4500000,"3 BHK Flat for sale in Mahheshtala, Kolkata",Mid sized Property,Affordable Segment
11830,Property in  Barasat,Independent House,2 BHK,2,Yes,Kolkata,"Noapara, Barasat,Kolkata",3600,1640,5900000,"2 BHK Independent House for sale in Barasat, Kolkata",Large Property,Affordable Segment
11831,Property in  Mahheshtala,Independent House,5 BHK,3,Yes,Kolkata,"Jagannathgarh, Mahheshtala,Kolkata",1500,2330,3500000,"5 BHK Independent House for sale in Mahheshtala, Kolkata",Mid sized Property,Affordable Segment
11832,Property in  Mahheshtala,Flat,2 BHK,2,Yes,Kolkata,"Merlin Emerald ,Shibrampur, Mahheshtala,Kolkata",680,2210,1500000,"2 BHK Flat for sale in Mahheshtala, Kolkata",Small Property,Affordable Segment
11833,Property in  Paschim Putiary,Flat,1 RK,2,Yes,Kolkata,"Haridevpur, Paschim Putiary,Kolkata",508,2260,1150000,"1 BHK Flat for sale in Paschim Putiary, Kolkata",Small Property,Affordable Segment
11834,Property in Kustia,Flat,4 BHK,3,Yes,Kolkata,"Amar Iccha Apartment,Kustia, Kolkata",1667,5700,9500000,"4 BHK Flat for sale in Kustia, Kolkata",Mid sized Property,Mid Segment
11835,Property in  Budge Budge,Flat,3 BHK,3,No,Kolkata,"Nishchintapur, Budge Budge,Kolkata",1100,2730,3000000,"3 BHK Flat for sale in Budge Budge, Kolkata",Mid sized Property,Affordable Segment
11836,Property in  New Alipore,Flat,4 BHK,3,No,Kolkata,"S N Roy Road,Sahapur, New Alipore,Kolkata",1380,3980,5500000,"4 BHK Flat for sale in New Alipore, Kolkata",Mid sized Property,Affordable Segment
11837,Property in  Baranagar,Flat,3 BHK,3,Yes,Kolkata,"Noapara ,Joyshree, Baranagar,Kolkata",960,3540,3400000,"3 BHK Flat for sale in Baranagar, Kolkata",Mid sized Property,Affordable Segment
11838,Property in  Barasat,Independent House,2 BHK,6,Yes,Kolkata,"Noapara, Barasat,Kolkata",6594,902000,5950000,"2 BHK Independent House for sale in Barasat, Kolkata",Large Property,Affordable Segment
11839,Property in  Natagarh,Independent House,2 BHK,6,Yes,Kolkata,"Binoy Pally, Natagarh,Kolkata",3254,1070,3500000,"2 BHK Independent House for sale in Natagarh, Kolkata",Mid-Large sized Property,Affordable Segment
11840,Property in Picnic Garden,Flat,2 BHK,2,No,Kolkata,"Subodhbala Complex,Picnic Garden, Kolkata",650,3080,2000000,"2 BHK Flat for sale in Picnic Garden, Kolkata",Small Property,Affordable Segment
11841,Property in  Bramhapur,Flat,2 BHK,2,No,Kolkata,"Debika Apartment,South Roy Nagar, Bramhapur,Kolkata",660,2420,1600000,"2 BHK Flat for sale in Bramhapur, Kolkata",Small Property,Affordable Segment
11842,Property in  Belgachia,Flat,3 BHK,3,No,Kolkata,"Roopsikha appartment ,Birendranagar Colony, Belgachia,Kolkata",1075,4650,5000000,"3 BHK Flat for sale in Belgachia, Kolkata",Mid sized Property,Affordable Segment
11843,Property in  Mahheshtala,Independent House,3 BHK,3,No,Kolkata,"Purti Flowers,Jagannathgarh, Mahheshtala,Kolkata",1000,4500,4500000,"3 BHK Independent House for sale in Mahheshtala, Kolkata",Mid sized Property,Affordable Segment
11844,Property in  Mahheshtala,Independent House,2 BHK,2,Yes,Kolkata,"Pal Para, Mahheshtala,Kolkata",720,4170,3000000,"2 BHK Independent House for sale in Mahheshtala, Kolkata",Small Property,Affordable Segment
11845,Property in  Barasat,Independent House,5 BHK,3,No,Kolkata,"Nabapally Barasat,Noapara, Barasat,Kolkata",1555,5270,8200000,"5 BHK Independent House for sale in Barasat, Kolkata",Mid sized Property,Mid Segment
11846,Property in  Barasat,Independent House,2 BHK,1,Yes,Kolkata,"Bamangachi ,Noapara, Barasat,Kolkata",6587,895000,5900000,"2 BHK Independent House for sale in Barasat, Kolkata",Large Property,Affordable Segment
11847,Property in  Mahheshtala,Flat,2 BHK,2,No,Kolkata,"Labanya Apartment ,Rabindra Nagar, Mahheshtala,Kolkata",735,3540,2600000,"2 BHK Flat for sale in Mahheshtala, Kolkata",Small Property,Affordable Segment
11848,Property in  Garia,Independent House,2 BHK,3,Yes,Kolkata,"Tripura Sundari apartment ,Baidyapara, Garia,Kolkata",850,4000,3400000,"2 BHK Independent House for sale in Garia, Kolkata",Mid sized Property,Affordable Segment
11849,Property in  Tiljala,Flat,2 BHK,2,Yes,Kolkata,"No. 152,Binay Singh Colony, Tiljala,Kolkata",700,4290,3000000,"2 BHK Flat for sale in Tiljala, Kolkata",Small Property,Affordable Segment
11850,Property in  Thakurpukur,Flat,2 BHK,2,Yes,Kolkata,"Samarpan Appartment thakurpukur ,Purbasan, Thakurpukur,Kolkata",760,2370,1800000,"2 BHK Flat for sale in Thakurpukur, Kolkata",Small Property,Affordable Segment
11851,Property in  Behala,Independent House,2 BHK,3,Yes,Kolkata,"Sikdar Para, Behala,Kolkata",1000,6500,6500000,"2 BHK Independent House for sale in Behala, Kolkata",Mid sized Property,Mid Segment
11852,Property in Sonarpur,Flat,2 BHK,2,Yes,Kolkata,"Sri radha apartment,Sonarpur, Kolkata",520,3650,1900000,"2 BHK Flat for sale in Sonarpur, Kolkata",Small Property,Affordable Segment
11853,Property in New Barrakpur,Independent House,3 BHK,3,Yes,Kolkata,"New Barrakpur, Kolkata",1361,2940,4000000,"3 BHK Independent House for sale in New Barrakpur, Kolkata",Mid sized Property,Affordable Segment
11854,Property in  Kasba,Independent House,1 RK,1,No,Kolkata,"New Ballygunge, Kasba,Kolkata",350,3710,1300000,"1 BHK Independent House for sale in Kasba, Kolkata",Small Property,Affordable Segment
11855,Property in  Baguiati,Independent House,2 BHK,2,No,Kolkata,"Jagatpur, Baguiati,Kolkata",700,2290,1600000,"2 BHK Independent House for sale in Baguiati, Kolkata",Small Property,Affordable Segment
11856,Property in Malancha Mahi Nagar,Independent House,3 BHK,3,Yes,Kolkata,"Malancha Mahi Nagar, Kolkata",1530,1270,1950000,"3 BHK Independent House for sale in Malancha Mahi Nagar, Kolkata",Mid sized Property,Affordable Segment
11857,Property in  Boral,Independent House,4 BHK,3,No,Kolkata,"Paschim Nischintapur, Boral,Kolkata",1440,3960,5700000,"4 BHK Independent House for sale in Boral, Kolkata",Mid sized Property,Affordable Segment
11858,Property in Roychak,Flat,2 BHK,3,No,Kolkata,"Roychak, Kolkata",850,4120,3500000,"2 BHK Flat for sale in Roychak, Kolkata",Mid sized Property,Affordable Segment
11859,Property in  Rahara,Flat,1 RK,2,Yes,Kolkata,"Rani Villa,Kalyan Nagar, Rahara,Kolkata",500,2400,1200000,"1 BHK Flat for sale in Rahara, Kolkata",Small Property,Affordable Segment
11860,Property in Barrackpore,Independent House,8 BHK,2,Yes,Kolkata,"Barrackpore, Kolkata",3200,3060,9800000,"8 BHK Independent House for sale in Barrackpore, Kolkata",Mid-Large sized Property,Mid Segment
11861,Property in  Garia,Flat,1 RK,2,No,Kolkata,"Bengal Ambuja ,Fartabad, Garia,Kolkata",582,6010,3500000,"1 BHK Flat for sale in Garia, Kolkata",Small Property,Affordable Segment
11862,Property in  Birati,Independent House,3 BHK,3,Yes,Kolkata,"Bisharpara, Birati,Kolkata",1361,2940,4000000,"3 BHK Independent House for sale in Birati, Kolkata",Mid sized Property,Affordable Segment
11863,Property in Barrackpore,Independent House,8 BHK,6,Yes,Kolkata,"Barrackpore, Kolkata",3100,3160,9800000,"8 BHK Independent House for sale in Barrackpore, Kolkata",Mid-Large sized Property,Mid Segment
11864,Property in Watganj,Independent House,2 BHK,3,No,Kolkata,"Watganj, Kolkata",1080,6940,7500000,"2 BHK Independent House for sale in Watganj, Kolkata",Mid sized Property,Mid Segment
11865,Property in  Thakurpukur,Flat,2 BHK,3,No,Kolkata,"Genexx Valley,Greater Bakul Bithi, Thakurpukur,Kolkata",1034,4250,4400000,"2 BHK Flat for sale in Thakurpukur, Kolkata",Mid sized Property,Affordable Segment
11866,Property in  Ultadanga,Flat,1 RK,2,Yes,Kolkata,"BRS 3,Surir Bagan, Ultadanga,Kolkata",650,3080,2000000,"1 BHK Flat for sale in Ultadanga, Kolkata",Small Property,Affordable Segment
11867,Property in  Birati,Flat,1 RK,2,Yes,Kolkata,"Sanjay Mansion Apartment,Shibachal, Birati,Kolkata",462,3680,1700000,"1 BHK Flat for sale in Birati, Kolkata",Small Property,Affordable Segment
11868,Property in Dakshindari,Flat,2 BHK,3,No,Kolkata,"Dipti Apartment ,Dakshindari, Kolkata",824,2910,2400000,"2 BHK Flat for sale in Dakshindari, Kolkata",Mid sized Property,Affordable Segment
11869,Property in Sonarpur,Independent House,4 BHK,3,Yes,Kolkata,"Sonarpur, Kolkata",1800,3610,6500000,"4 BHK Independent House for sale in Sonarpur, Kolkata",Mid sized Property,Mid Segment
11870,Property in  Dunlop,Flat,2 BHK,2,No,Kolkata,"Sree Guru Apartment Dunlop ,Bonhooghly on BT Road, Dunlop,Kolkata",600,2330,1400000,"2 BHK Flat for sale in Dunlop, Kolkata",Small Property,Affordable Segment
11871,Property in Sonarpur,Independent House,3 BHK,3,Yes,Kolkata,"Sonarpur, Kolkata",1100,4000,4400000,"3 BHK Independent House for sale in Sonarpur, Kolkata",Mid sized Property,Affordable Segment
11872,Property in  Duttapukur,Independent House,4 BHK,4,Yes,Kolkata,"Srijani Pally, Duttapukur,Kolkata",3000,1000,3000000,"4 BHK Independent House for sale in Duttapukur, Kolkata",Mid-Large sized Property,Affordable Segment
11873,Property in  Baruipur,Independent House,2 BHK,2,No,Kolkata,"Natunpara, Baruipur,Kolkata",740,3380,2500000,"2 BHK Independent House for sale in Baruipur, Kolkata",Small Property,Affordable Segment
11874,Property in  Mahheshtala,Flat,2 BHK,2,No,Kolkata,"River bank,New Land, Mahheshtala,Kolkata",712,5620,4000000,"2 BHK Flat for sale in Mahheshtala, Kolkata",Small Property,Affordable Segment
11875,Property in Madhyamgram,Independent House,5 BHK,3,No,Kolkata,"Madhyamgram, Kolkata",1600,3440,5500000,"5 BHK Independent House for sale in Madhyamgram, Kolkata",Mid sized Property,Affordable Segment
11876,Property in  Boral,Independent House,3 BHK,3,Yes,Kolkata,"Paschim Nischintapur, Boral,Kolkata",1800,3890,7000000,"3 BHK Independent House for sale in Boral, Kolkata",Mid sized Property,Mid Segment
11877,Property in  Tollygunge,Independent House,3 BHK,4,Yes,Kolkata,"Rajendra Prasad Colony, Tollygunge,Kolkata",2041,3920,8000000,"3 BHK Independent House for sale in Tollygunge, Kolkata",Mid-Large sized Property,Mid Segment
11878,Property in  Ichapur,Independent House,2 BHK,3,Yes,Kolkata,"Ichapur Bidhanpally, Ichapur,Kolkata",1900,2370,4500000,"2 BHK Independent House for sale in Ichapur, Kolkata",Mid sized Property,Affordable Segment
11879,Property in  Behala,Independent House,2 BHK,2,Yes,Kolkata,"Jele Para, Behala,Kolkata",720,5550,4000000,"2 BHK Independent House for sale in Behala, Kolkata",Small Property,Affordable Segment
11880,Property in New Barrakpur,Independent House,3 BHK,3,No,Kolkata,"New Barrakpur, Kolkata",1000,5500,5500000,"3 BHK Independent House for sale in New Barrakpur, Kolkata",Mid sized Property,Affordable Segment
11881,Property in New Barrakpur,Independent House,3 BHK,3,Yes,Kolkata,"New Barrakpur, Kolkata",1800,3060,5500000,"3 BHK Independent House for sale in New Barrakpur, Kolkata",Mid sized Property,Affordable Segment
11882,Property in Birati,Independent House,2 BHK,3,No,Kolkata,"Nabaday,Birati, Kolkata",1100,4730,5200000,"2 BHK Independent House for sale in Birati, Kolkata",Mid sized Property,Affordable Segment
11883,Property in  Narendrapur,Independent House,8 BHK,1,Yes,Kolkata,"Ramchandrapur, Narendrapur,Kolkata",3000,2330,7000000,"8 BHK Independent House for sale in Narendrapur, Kolkata",Mid-Large sized Property,Mid Segment
11884,Property in  Mahheshtala,Independent House,3 BHK,3,No,Kolkata,"Jagannathgarh, Mahheshtala,Kolkata",1200,5000,6000000,"3 BHK Independent House for sale in Mahheshtala, Kolkata",Mid sized Property,Affordable Segment
11885,Property in  Mukundapur,Flat,2 BHK,2,Yes,Kolkata,"Ganga Nagar, Mukundapur,Kolkata",520,3270,1700000,"2 BHK Flat for sale in Mukundapur, Kolkata",Small Property,Affordable Segment
11886,Property in  Behala,Flat,1 RK,1,No,Kolkata,"Kalyani Apartment BAKULTALA ,Bakultala, Behala,Kolkata",350,3710,1300000,"1 BHK Flat for sale in Behala, Kolkata",Small Property,Affordable Segment
11887,Property in Kashipur,Flat,2 BHK,2,Yes,Kolkata,"Kashipur, Kolkata",500,3200,1600000,"2 BHK Flat for sale in Kashipur, Kolkata",Small Property,Affordable Segment
11888,Property in  Barasat,Flat,2 BHK,2,No,Kolkata,"Noapara, Barasat,Kolkata",746,2680,2000000,"2 BHK Flat for sale in Barasat, Kolkata",Small Property,Affordable Segment
11889,Property in  Nabapally,Independent House,2 BHK,3,Yes,Kolkata,"Ramkrishnanagar, Nabapally,Kolkata",830,6630,5500000,"2 BHK Independent House for sale in Nabapally, Kolkata",Mid sized Property,Affordable Segment
